URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/pghd-medicationdispense","SCT"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/pghd-medicationadministration-insulin,StructureDefinition/pghd-medicationdispense","SCT"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/pghd-patient,StructureDefinition/PhrPatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/pghd-medicationadministration-insulin,StructureDefinition/pghd-medicationdispense","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/pghd-workout,StructureDefinition/pghd-bloodpressure,StructureDefinition/pghd-bmi,StructureDefinition/pghd-vitalsigns,StructureDefinition/pghd-reproductive-health,StructureDefinition/pghd-nutrition,StructureDefinition/pghd-snore-event,StructureDefinition/pcd-sleep-observation,StructureDefinition/pghd-alchol-consumption,StructureDefinition/pghd-uvexposure,StructureDefinition/pghd-sleep-episode,StructureDefinition/pghd-mobility,StructureDefinition/pghd-medication-adherence,StructureDefinition/pghd-symptom,StructureDefinition/pghd-sleep,StructureDefinition/pghd-pregnancy-status,StructureDefinition/pghd-voltage-measurement,StructureDefinition/pghd-electrocardiogram,StructureDefinition/pghd-mindfulness,StructureDefinition/PhrMedia,StructureDefinition/pghd-alchol-use,StructureDefinition/pghd-observation-state-of-mind,StructureDefinition/pghd-observation-scored-assessment,StructureDefinition/pghd-blood-glucose,StructureDefinition/pghd-activity,StructureDefinition/pghd-bodyweight,StructureDefinition/pghd-testresult,StructureDefinition/pghd-respiratoryrate,StructureDefinition/pghd-heartbeat,StructureDefinition/pghd-heartrate,StructureDefinition/pghd-bodymeasurement,StructureDefinition/pghd-hearing,StructureDefinition/pghd-bodytemperature,StructureDefinition/pghd-snore-index,StructureDefinition/pghd-diving,StructureDefinition/pghd-hearing-sensitivity,StructureDefinition/pghd-oxygenSaturation,StructureDefinition/pghd-bodyheight,StructureDefinition/pghd-selfcare,StructureDefinition/pghd-audiogram,StructureDefinition/pghd-cardiac-function,StructureDefinition/pghd-food","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/PhrBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-doc-typecodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.47",DocumentTypeValueSet,Document Type Value Set,"This is the code specifying the precise type of document (e.g. Pulmonary History and  Physical, Discharge Summary, Ultrasound Report, etc.). The Document Type value set includes all LOINC  values listed in HITSP C80 Table 2-144 Document Class Value Set Definition above used for Document Class,  and all LOINC values whose SCALE is DOC in the LOINC database.","StructureDefinition/PhrDocumentReference","LOINC"
http://hl7.org/fhir/ValueSet/c80-facilitycodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.67",FacilityTypeCodeValueSet,Facility Type Code Value Set,"This is the code representing the type of organizational setting where the clinical encounter, service, interaction, or treatment occurred. The value set used for Healthcare Facility Type has been defined by HITSP to be the value set reproduced from HITSP C80 Table 2-147.","StructureDefinition/PhrDocumentReference","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/PhrDocumentReference","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.145",CarePlanActivityKind,Care Plan Activity Kind,"Resource types defined as part of FHIR that can be represented as in-line definitions of a care plan activity.","StructureDefinition/pghd-careplan-selfcare","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-activity-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.149",CarePlanActivityOutcome,Care Plan Activity Outcome,"Example codes indicating the outcome of a care plan activity. Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/pghd-careplan-selfcare","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.146",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","StructureDefinition/pghd-careplan-selfcare","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/pghd-careplan-selfcare","SCT"
http://hl7.org/fhir/ValueSet/care-plan-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.150",CarePlanIntent,Care Plan Intent,"Codes indicating the degree of authority/intentionality associated with a care plan.","StructureDefinition/pghd-careplan-selfcare","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/pghd-careplan-selfcare","SCT"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.238",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","StructureDefinition/PhrComposition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/PhrDocumentReference,StructureDefinition/PhrComposition","hl7.fhir.r4.core"
